Date,above_20,above_60,above_120,above_200
2025-01-17,51.21951219512195,42.97872340425532,32.371794871794876,26.931330472103003
2025-01-20,51.537645811240715,43.19148936170213,33.01282051282051,26.609442060085836
2025-01-21,48.568398727465535,42.5531914893617,32.47863247863248,26.931330472103003
2025-01-22,47.77542372881356,44.148936170212764,33.97435897435898,27.57510729613734
2025-01-23,38.66525423728814,39.25531914893617,30.76923076923077,26.473740621650588
2025-01-24,42.05508474576271,41.91489361702128,32.6226012793177,27.009646302250808
2025-01-31,38.983050847457626,40.74468085106383,31.449893390191896,26.152197213290464
2025-02-03,24.576271186440678,30.319148936170215,26.226012793176974,23.579849946409432
2025-02-04,29.76694915254237,36.17021276595745,29.744136460554373,25.937834941050376
2025-02-05,31.991525423728813,39.46808510638298,31.13006396588486,26.366559485530544
2025-02-06,41.73728813559322,44.739638682252924,33.90191897654584,27.438370846730976
2025-02-07,38.8771186440678,43.03931987247609,32.51599147121535,26.902465166130764
2025-02-10,39.72457627118644,43.251859723698196,33.26226012793177,26.902465166130764
2025-02-11,42.58474576271186,45.908607863974495,34.00852878464819,27.224008574490888
2025-02-12,40.46610169491525,44.95217853347503,33.04904051172708,27.652733118971064
2025-02-13,47.98728813559322,49.202975557917114,34.9680170575693,29.474812433011788
2025-02-14,50.21186440677966,50.58448459086079,36.247334754797436,30.439442658092176
2025-02-17,56.46186440677966,53.6663124335813,41.36460554371002,32.154340836012864
2025-02-18,58.89830508474576,55.04782146652497,41.7910447761194,33.440514469453376
2025-02-19,66.10169491525424,57.917109458023376,43.23748668796592,33.86923901393355
2025-02-20,69.49152542372882,59.51115834218916,45.473908413205535,34.51232583065381
2025-02-21,72.03389830508475,60.46758767268863,46.11288604898828,35.69131832797427
2025-02-24,72.77542372881356,63.23060573857598,46.75186368477103,35.262593783494104
2025-02-25,69.70338983050848,61.742826780021254,47.07135250266241,34.61950696677385
2025-02-26,72.77542372881356,65.46227417640807,49.094781682641106,36.655948553054664
2025-02-27,68.75,63.76195536663124,47.177848775292865,35.69131832797427
2025-02-28,43.43220338983051,49.840595111583426,38.33865814696485,30.97534833869239
2025-03-04,35.91101694915254,44.904458598726116,36.2087326943557,30.54662379421222
2025-03-05,47.83068783068783,53.609341825902334,42.17252396166134,34.19078242229367
2025-03-06,48.99470899470899,53.82165605095541,44.19595314164005,34.68950749464668
2025-03-07,45.82010582010582,52.653927813163484,43.13099041533546,34.36830835117773
2025-03-10,45.60846560846561,52.016985138004245,42.49201277955272,34.1541755888651
2025-03-11,35.76719576719577,45.32908704883227,37.38019169329074,32.22698072805139
2025-03-12,35.87301587301587,46.390658174097666,39.19062832800852,32.441113490364025
2025-03-13,32.27513227513227,45.32908704883227,38.44515441959531,32.76231263383298
2025-03-14,35.23809523809524,45.43524416135881,40.14909478168264,34.04710920770878
2025-03-17,38.3068783068783,47.346072186836516,40.788072417465386,34.26124197002141
2025-03-18,39.25925925925926,47.5583864118896,41.42705005324814,34.04710920770878
2025-03-19,41.7989417989418,48.67444326617179,42.38551650692226,35.11777301927195
2025-03-20,40.10582010582011,47.720042417815485,41.42705005324814,34.1541755888651
2025-03-21,37.354497354497354,45.81124072110286,40.04259850905218,33.40471092077088
2025-03-24,39.682539682539684,46.76564156945917,41.21405750798722,33.940042826552464
2025-03-25,34.81481481481482,44.85683987274655,38.977635782747605,32.65524625267666
2025-03-26,35.978835978835974,45.233050847457626,39.51011714589989,32.22698072805139
2025-03-27,33.65079365079365,41.63135593220339,37.80617678381257,30.94218415417559
2025-03-28,24.021164021164022,33.89830508474576,33.93617021276596,27.62312633832976
2025-03-31,12.592592592592592,24.258474576271187,25.638297872340427,23.126338329764454
2025-04-01,21.904761904761905,30.720338983050848,30.744680851063833,26.445396145610278
2025-04-02,21.693121693121693,28.389830508474578,30.319148936170215,25.588865096359743
2025-04-03,19.25925925925926,27.54237288135593,29.46808510638298,24.51820128479657
2025-04-04,25.185185185185183,31.03813559322034,31.70212765957447,26.231263383297645
2025-04-07,13.544973544973546,17.266949152542374,20.638297872340424,20.556745182012847
2025-04-08,17.77777777777778,21.610169491525426,22.76595744680851,20.985010706638114
2025-04-09,14.708994708994707,17.584745762711865,19.361702127659576,18.629550321199144
2025-04-10,26.849894291754755,30.08474576271186,29.46808510638298,25.69593147751606
2025-04-11,33.57972544878564,31.779661016949152,32.659574468085104,27.51605995717345
2025-04-14,40.9714889123548,35.38135593220339,36.48936170212766,29.229122055674516
2025-04-15,52.9039070749736,42.478813559322035,40.638297872340424,32.11991434689507
2025-04-16,51.74234424498416,39.936440677966104,38.40425531914894,31.69164882226981
2025-04-17,59.450897571277714,44.91525423728814,42.5531914893617,33.83297644539615
2025-04-18,68.84899683210138,48.09322033898305,45.851063829787236,36.188436830835116
2025-04-21,72.3336853220697,50.529661016949156,47.5531914893617,37.58029978586724
2025-04-22,73.7064413938754,51.69491525423729,48.40425531914894,38.32976445396146
2025-04-23,82.78775079197466,55.932203389830505,51.808510638297875,40.149892933618844
2025-04-24,82.47096092925025,56.144067796610166,52.34042553191489,40.364025695931474
2025-04-25,87.11721224920802,60.48728813559322,55.319148936170215,42.56684491978609
2025-04-28,82.68215417106653,60.063559322033896,55.1063829787234,41.49732620320856
2025-04-29,86.06124604012672,63.771186440677965,59.04255319148937,45.775401069518715
2025-04-30,82.15417106652588,61.7989417989418,57.97872340425532,44.17112299465241
2025-05-02,79.83104540654699,61.37566137566137,56.80851063829787,44.49197860962567
2025-05-07,78.66948257655754,62.751322751322746,58.23591923485654,44.06417112299465
2025-05-08,78.35269271383316,64.12698412698413,61.10520722635494,46.096256684491976
